id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Back Bay,42.34952,-71.07101,Entire home/apt,200,2,26,2019-10-27,0.39,1,1
2737853,South End Chic,14008862,Mariel,,South End,42.34322,-71.07211,Entire home/apt,160,3,5,2015-07-06,0.07,1,0
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35757,-71.06366,Entire home/apt,150,180,100,2019-08-21,1.51,1,155
2794782,Green Home (Queen size bed),10273324,Steven,,Dorchester,42.28284,-71.07116,Private room,65,4,55,2019-04-14,0.81,2,204
2798599,Boston's Most Historic District!,14099596,Robert,,Charlestown,42.37407,-71.06016,Private room,139,28,51,2019-11-03,1.97,1,201
2798787,A private room on Sunnyside,13372537,Molly,,Jamaica Plain,42.32451,-71.10541,Private room,75,1,258,2019-11-10,3.82,1,0
2811937,Green Home (Full size bed),10273324,Steven,,Dorchester,42.28439,-71.06912,Private room,65,4,71,2019-09-03,1.05,2,357
2842124,Charming 1-bedroom in the North End,12312638,Peter,,North End,42.36378,-71.05564,Entire home/apt,175,30,42,2019-10-23,0.62,1,82
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28195,-71.14102,Private room,85,1,75,2017-12-31,1.11,2,124
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34623,-71.07364,Private room,140,2,177,2019-10-31,2.59,5,0
2881388,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.34762,-71.08495,Entire home/apt,695,2,178,2019-11-10,2.66,18,343
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26118,-71.11989,Entire home/apt,249,2,93,2019-11-30,1.38,1,9
2892825,Luxury Sunny Hill Townhouse Unit #1,14785487,Aihua,,Roxbury,42.31111,-71.08654,Entire home/apt,450,28,14,2019-08-31,0.23,6,365
2931165,Victorian Full Bed,11631886,Cynthia,,Mattapan,42.2795,-71.09377,Private room,49,1,133,2019-09-21,1.98,4,261
2931271,3 bedrooms in Victorian home.,11631886,Cynthia,,Mattapan,42.281,-71.0941,Private room,139,2,49,2019-10-06,0.75,4,260
2931870,Victorian In-law,11631886,Cynthia,,Mattapan,42.27921,-71.09527,Private room,72,2,89,2019-09-08,1.32,4,0
2943438,Beacon St Apt by Charles River,14338198,Maryanne,,Fenway,42.35042,-71.09295,Entire home/apt,175,60,8,2015-06-18,0.12,1,365
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31804,-71.11687,Private room,95,4,27,2019-06-27,0.40,1,0
3094942,Cozy room close to Downtown!,15695135,Bryan,,Dorchester,42.31912,-71.05745,Private room,60,91,13,2019-11-10,0.20,1,114
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23597,-71.13151,Entire home/apt,91,91,33,2019-08-01,0.51,8,341
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28819,-71.06921,Private room,65,30,7,2019-09-15,0.14,25,364
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28703,-71.13354,Entire home/apt,125,3,116,2019-11-11,1.78,1,119
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31503,-71.06214,Entire home/apt,120,91,201,2019-11-17,3.04,5,0
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35258,-71.0826,Entire home/apt,175,32,252,2019-08-30,3.79,2,180
3309941,*Prime Location* in the heart of Fenway w/WiFi,9419684,Mike,,Fenway,42.3433,-71.10016,Entire home/apt,298,29,28,2018-10-09,0.44,68,119
3343428,Brownstone Custom Bedroom Park & Garden Views by T,11228809,Jonathan,,Roxbury,42.32953,-71.09275,Private room,95,2,230,2019-11-21,4.82,5,76
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31322,-71.0617,Private room,70,91,92,2019-10-27,1.40,5,0
3377100,Beacon Hill Townhouse near MGH,7629859,Bernardo,,Beacon Hill,42.35669,-71.07297,Entire home/apt,275,3,109,2019-11-03,1.65,1,283
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35155,-71.06816,Entire home/apt,550,91,0,,,1,0
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31943,-71.09432,Entire home/apt,90,2,101,2019-11-18,7.08,1,45
3457722,Sunlit with easy access downtown!,6209951,Jeff And Rachel,,Brighton,42.35457,-71.15949,Entire home/apt,260,2,46,2019-07-08,0.71,1,1
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.35049,-71.08826,Entire home/apt,248,2,27,2016-07-17,0.41,1,0
3493840,"Beautiful, Comfortable and Cozy",11554621,Gretjen,,Jamaica Plain,42.305,-71.10719,Private room,98,31,5,2019-07-12,0.08,1,353
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.3578,-71.06304,Entire home/apt,288,2,248,2019-11-18,3.81,1,219
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29714,-71.15829,Entire home/apt,119,1,4,2014-09-14,0.06,1,0
3539510,The Roseclair | 3BR 1BA | 2nd Floor,71783,Lance,,Dorchester,42.32328,-71.05986,Entire home/apt,150,32,31,2019-06-13,0.50,22,349
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,1,0,,,1,0
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28028,-71.13587,Private room,50,2,22,2019-09-01,0.34,3,229
3591359,Spacious 2.5 bedroom apartment (free parking),9662986,Wilke,,Jamaica Plain,42.32567,-71.10543,Entire home/apt,120,28,69,2019-06-08,1.20,1,57
3593290,Fab House in Hip Jamaica Plain,5988470,Nikki,,Jamaica Plain,42.3089,-71.11869,Entire home/apt,325,3,16,2019-09-02,0.26,1,125
3628320,Sunny Two Bedroom Condo,2863349,Michael,,Dorchester,42.29745,-71.0585,Entire home/apt,125,1,166,2019-08-11,2.57,1,0
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31793,-71.07923,Private room,38,29,6,2018-12-17,0.12,30,365
3677662,Stylish flat near subway/Harvard/BU/BC & Food!,660123,Steffen,,Allston,42.35573,-71.13072,Private room,70,29,51,2019-08-28,0.78,1,311
3693850,Earth Sanctuary of Abundant Health,18807469,Derian,,Jamaica Plain,42.29982,-71.11257,Private room,88,6,218,2019-09-01,3.42,2,0
3701108,sunny furnished studio close to T,17576539,Lushan,,Allston,42.34645,-71.1349,Entire home/apt,100,28,19,2019-08-14,0.29,1,231
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31755,-71.07963,Private room,33,29,0,,,30,365
3727560,Charming 1BD in house,19036819,Shelley,,Roxbury,42.32923,-71.07976,Private room,95,2,201,2019-11-25,3.09,1,355
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37191,-71.06333,Entire home/apt,250,31,273,2019-10-28,4.21,1,229
3783090,High End Apt Parking Included In Great Location,13931840,Dylan,,Fenway,42.34496,-71.10453,Entire home/apt,179,91,177,2019-11-16,3.82,1,87
3820516,Silk Road Room ,128280,Elizabeth,,Charlestown,42.37644,-71.06535,Private room,210,2,2,2015-09-21,0.03,3,201
3890373,BEACON HILL FABULOUS ONE BEDROOM,19357187,Paul,,Beacon Hill,42.35764,-71.0657,Entire home/apt,225,28,235,2019-11-15,3.69,1,15
3903324,Amazing location - walk to Fenway Park!,9419684,Mike,,Fenway,42.34325,-71.10066,Entire home/apt,213,29,8,2017-03-05,0.13,68,119
3914363,*Prime Location* in the heart of downtown Fenway,9419684,Mike,,Fenway,42.34355,-71.10237,Entire home/apt,213,29,9,2018-09-30,0.14,68,118
3930872,2 br @ Harvard Business School,56583,Nat,,Allston,42.36509,-71.11964,Entire home/apt,112,7,1,2014-09-28,0.02,1,0
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31168,-71.10613,Private room,85,1,124,2019-11-09,1.95,1,75
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00302,Private room,52,28,91,2019-11-11,2.73,1,90
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.29111,-71.13134,Private room,85,2,52,2019-08-25,0.92,3,216
3969526,"Sensational South End- 2BR no stairs, location!",5408229,Liesl,,South End,42.33763,-71.07395,Entire home/apt,120,32,341,2019-12-01,5.36,1,175
3985462,Renovated One Bedroom in Back Bay,9410008,Jason,,Fenway,42.3507,-71.0907,Entire home/apt,195,2,272,2019-11-18,4.28,18,324
3987926,Rustic Room/Free Transit/By Subway,1480518,Lisa,,Jamaica Plain,42.29559,-71.11942,Private room,50,1,220,2017-06-11,3.45,4,0
3988018,Sports Room/Near Subway/Free Passes,1480518,Lisa,,Jamaica Plain,42.29553,-71.11929,Private room,50,1,234,2017-06-23,3.67,4,0
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31633,-71.0991,Private room,120,2,179,2019-11-10,2.80,1,0
4025194,Queen Bed/Near Subway/Free Passes,1480518,Lisa,,Jamaica Plain,42.29572,-71.11942,Private room,50,1,189,2017-05-22,2.97,4,0
4040151,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34517,-71.1005,Entire home/apt,298,91,18,2019-09-09,0.29,68,28
4075898,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Downtown,42.35448,-71.06131,Entire home/apt,289,9,69,2019-11-18,1.09,14,88
4080849,Charming back bay apartment,18993068,Liz,,Back Bay,42.34399,-71.08232,Entire home/apt,250,2,3,2015-03-13,0.05,1,0
4085362,"""Room with a View""  from ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28175,-71.14032,Private room,85,1,26,2017-09-30,0.42,2,124
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Adam,,North End,42.36596,-71.05268,Entire home/apt,229,9,52,2019-08-16,0.83,14,0
4090224,Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.33502,-71.05488,Entire home/apt,265,1,508,2019-12-01,8.09,1,286
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30236,-71.11491,Entire home/apt,125,3,247,2019-12-01,3.94,1,322
4118162,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Downtown,42.35631,-71.06134,Entire home/apt,279,9,46,2019-11-17,0.74,14,87
4119345,"Comfort, charm, convenience for 2 - 8 guests",1414385,Woodruff,,Jamaica Plain,42.31162,-71.1091,Entire home/apt,200,2,10,2018-08-13,0.17,1,103
4135172,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35272,-71.06371,Entire home/apt,239,29,1,2014-10-11,0.02,68,91
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.3533,-71.07272,Entire home/apt,225,2,15,2015-10-27,0.26,1,0
4150640,Luxury Studio Apt in North End ,20857768,Adam,,North End,42.36739,-71.0524,Entire home/apt,259,9,21,2017-05-25,0.33,14,0
4177233,Private Room near to Red Line,21674032,John,,Dorchester,42.31825,-71.05789,Private room,99,2,125,2019-11-11,1.98,2,78
4223387,Convenient green Victorian,5689782,Cora,,Jamaica Plain,42.31739,-71.10003,Private room,75,1,65,2019-09-01,1.03,2,89
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.313,-71.10931,Private room,98,2,38,2019-10-13,0.60,2,341
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34962,-71.09322,Entire home/apt,250,1,0,,,1,0
4262255,Beautiful and sunny condo,21873698,Elizabeth,,Jamaica Plain,42.30398,-71.10449,Private room,80,2,141,2019-11-24,2.26,1,2
4263736,Brownstone Master Bath Suite Park Garden View by T,11228809,Jonathan,,Roxbury,42.32943,-71.09308,Private room,91,2,306,2019-11-22,4.88,5,0
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34067,-71.0769,Entire home/apt,175,28,66,2019-11-09,1.05,6,346
4287989,One bedroom Condo with two decks!,22235659,Dave,,South Boston,42.33179,-71.03819,Entire home/apt,175,1,7,2015-10-29,0.13,1,0
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,1,4,2015-08-03,0.07,1,0
4294557,Gorgeous and Spacious 2Bed in Historic South End,22288672,Heather,,South End,42.33814,-71.07563,Entire home/apt,280,3,8,2018-08-30,0.15,1,0
4315428,Luxury Master Suite@ Logan Airport,22402141,Mirian,,East Boston,42.39067,-71.00386,Private room,100,5,1,2015-11-25,0.02,3,306
4315439,Private Room Logan Airport 1/2 bathroom,22402141,Mirian,,East Boston,42.38921,-71.00268,Private room,170,3,5,2019-09-01,0.10,3,365
4331214,"Private room, 7 min to subway, serene & verdant",3945438,Lisa,,Jamaica Plain,42.30641,-71.11151,Private room,71,2,105,2019-11-03,1.68,2,26
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31158,-71.11171,Private room,150,1,0,,,1,0
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34094,-71.07704,Entire home/apt,300,28,137,2019-07-22,2.23,6,317
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34237,-71.0756,Entire home/apt,175,28,77,2019-11-09,1.38,6,246
4377247,Perfect Back Bay 1BR; Walk the City,22726574,Nathan,,Back Bay,42.35469,-71.08154,Entire home/apt,259,5,43,2019-06-30,0.70,1,189
4410765,"Grt Location, Big 3 Bed,Nr all Colleges & Hospitls",9795590,Patrick,,Brighton,42.35365,-71.14827,Entire home/apt,138,60,8,2019-07-05,0.16,2,319
4445906,Downtown Boston living - short walk to subway,9419684,Mike,,Chinatown,42.35158,-71.06173,Entire home/apt,312,29,7,2018-10-17,0.16,68,363
4460532,Brownstone Bedroom Treetop Skyline Views by T,11228809,Jonathan,,Roxbury,42.32821,-71.09265,Private room,92,2,224,2019-11-26,3.63,5,74
4461111,Queen room in a charming villa,13226301,Mohamed,,Roslindale,42.27897,-71.13671,Private room,50,2,32,2019-08-03,0.74,3,300
4461613,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,Maverick,,Beacon Hill,42.36081,-71.06419,Entire home/apt,150,1,84,2019-11-27,1.52,54,330
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34362,-71.0773,Entire home/apt,150,1,75,2019-11-17,1.35,54,281
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34468,-71.07762,Entire home/apt,150,1,88,2019-11-24,1.61,54,284
4467841,Lux 2BR Apt Near Waterfront,9419684,Mike,,West End,42.3639,-71.06997,Entire home/apt,289,91,1,2016-06-12,0.02,68,0
4489920,Lux 1 Bedroom near Charles St w/gym & WiFi,9419684,Mike,,West End,42.36341,-71.06763,Entire home/apt,209,29,1,2014-11-10,0.02,68,118
4500409,"Stylish Studio in Back Bay, on Newbury St, .#1",22348222,Maverick,,Back Bay,42.35011,-71.0837,Entire home/apt,150,1,103,2019-11-25,1.93,54,334
4510513,"Downtown Crossing ARTlab, Studio Apt, Boston",20857768,Adam,,Downtown,42.35592,-71.05977,Entire home/apt,259,9,44,2019-09-12,0.72,14,82
4523234,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35283,-71.06358,Entire home/apt,239,29,3,2016-09-08,0.05,68,91
4525875,Charming & Historic 2 bed/2 bath w/ private patio,23462166,Corey,,Charlestown,42.37848,-71.06497,Entire home/apt,329,3,39,2019-11-22,2.09,1,101
4526315,Lovely Single Family Colonial Home,4705050,Jared,,Jamaica Plain,42.31359,-71.12262,Entire home/apt,250,32,68,2019-08-23,1.13,1,354
4526384,Beautiful Townhouse Unit #1 nr Harvard U. w/ pk,14785487,Aihua,,Allston,42.35768,-71.12937,Entire home/apt,350,28,33,2019-10-14,0.58,6,0
4530670,West Roxbury (Boston) private room,23490243,Helen,,West Roxbury,42.27175,-71.16148,Private room,38,1,204,2019-11-22,3.40,1,0
4555637,Brownstone Loft Bedroom Commanding View by T,11228809,Jonathan,,Roxbury,42.32961,-71.09341,Private room,63,2,257,2019-10-30,4.19,5,0
4560053,*$119 SPECIAL* Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32405,-71.09069,Entire home/apt,269,3,86,2019-12-01,1.43,6,18
4566095,1 Bedroom with Views Galore,5430185,Laura And Olivia,,South End,42.34183,-71.0724,Entire home/apt,195,3,16,2019-10-12,0.28,7,176
4568116,Brownstone Cozy Private Studio by the T,11228809,Jonathan,,Roxbury,42.32953,-71.09199,Entire home/apt,130,2,448,2019-12-01,7.29,5,0
4573238,"Best Boston location, 2BR (M #2)",5578043,Dror,,North End,42.36389,-71.05199,Entire home/apt,159,28,154,2019-10-26,2.54,10,331
4573388,Wonderful  N. End 2 bd 1 bth sleeps 4-5  (M #3),5578043,Dror,,North End,42.36381,-71.05342,Entire home/apt,159,28,160,2019-11-03,2.71,10,0
4573458,"Newly renovated Best N End  location, 2BR (M #4)",5578043,Dror,,North End,42.36395,-71.05159,Entire home/apt,289,28,136,2019-10-22,2.26,10,323
4577188,Unique Fenway/Back Bay/Copley 1 Bed,5618949,Alan,,Fenway,42.34715,-71.09299,Entire home/apt,85,91,158,2019-11-28,2.60,4,55
4579186,"Luxury, Gorgeous, apartment, walk to MGH!",3137257,Elyne,,West End,42.36467,-71.06844,Entire home/apt,118,28,6,2019-03-17,0.11,1,269
4580825,NEW: Amazing price & location  studio-N End (M1S),5578043,Dror,,North End,42.36322,-71.05145,Entire home/apt,89,2,92,2019-09-26,1.61,10,325
4583526,Lovely private 4 bedroom apt,23759488,Tricia,,Jamaica Plain,42.30455,-71.11553,Entire home/apt,195,2,189,2019-11-29,3.21,1,318
4585452,Single-family 2BR in S. Boston!,23769200,Joel,,South Boston,42.33241,-71.05115,Entire home/apt,199,1,3,2018-03-02,0.06,1,0
4586681,"Hidden Gem in Jamaica Plain, Boston",12795084,Lynne,,Jamaica Plain,42.31483,-71.11295,Private room,90,2,94,2019-11-03,1.66,1,88
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31646,-71.07952,Private room,36,29,7,2018-02-15,0.15,30,365
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31736,-71.07972,Private room,36,29,1,2015-06-20,0.02,30,365
4602191,"2 Bed/Bath Apt. Over Charles River, Conv Location",20079643,Alex @ Boston Corporate Housing,,West End,42.36416,-71.06812,Entire home/apt,310,30,13,2019-10-04,0.33,19,0
4603803,Modern Room with Private Bathroom!,1354778,Sherry,,Back Bay,42.34357,-71.08195,Private room,100,1,13,2015-08-17,0.22,1,0
4614037,BOSTON 2Bed Apt Top Floor#3 by Logan airport&Train,9073339,Elisangela,,East Boston,42.37911,-71.03406,Entire home/apt,250,1,165,2019-11-17,2.98,3,263
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.3449,-71.07685,Entire home/apt,150,1,81,2019-11-05,1.56,54,350
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31644,-71.08073,Private room,36,29,4,2016-10-31,0.07,30,365
4625517,GreenT&bus stops in front of door ,7046340,Chun Kei,,Mission Hill,42.33471,-71.1065,Private room,100,3,0,,,1,0
4630071,Charming studio,12165186,Masha,,Brighton,42.34425,-71.15592,Entire home/apt,49,60,9,2019-09-01,0.28,2,220
4632511,Beacon Hill Duplex  2 bedrooms Queen beds sleeps 4,23901135,Lucy,,Beacon Hill,42.36114,-71.06521,Entire home/apt,305,3,66,2019-11-10,1.09,1,328
4652263,Cozy 1 BR APT with assigned parking,24075349,Andrew,,Brighton,42.33925,-71.1596,Entire home/apt,250,1,1,2016-08-29,0.03,1,0
4670285,Spacious Room in Edwardian Home,24158689,Deborah,,Brighton,42.34919,-71.16348,Private room,65,32,22,2019-07-12,0.39,2,340
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.25486,-71.12737,Entire home/apt,135,3,105,2019-06-28,1.87,1,256
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35977,-71.13535,Private room,41,5,3,2018-06-19,0.06,5,0
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.34998,-71.1645,Private room,65,32,24,2019-08-31,0.43,2,207
4755586,One Sweet Place,24532370,Andrea,,Mattapan,42.2767,-71.08145,Private room,24,25,13,2019-10-07,0.63,1,261
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35588,-71.07261,Entire home/apt,200,1,5,2015-10-25,0.09,1,0
4759640,Cute studio in Boston Backbay!,24559114,Nicole,,Downtown,42.36403,-71.05949,Entire home/apt,200,1,1,2015-01-11,0.02,1,0
4863101,Ensuite Private Room in Boston,8157833,John,,South Boston,42.33569,-71.05127,Private room,130,2,270,2019-11-27,4.60,2,337
4863108,Private Ensuite Room in Boston,8157833,John,,South Boston,42.33775,-71.05145,Private room,122,2,205,2019-11-12,3.45,2,0
4870883,Entire Back Bay Studio,25056412,Alexcis,,Back Bay,42.35383,-71.07671,Entire home/apt,150,2,8,2016-04-25,0.14,1,0
4909590,ALLSTON: Loaded studio steps to green line T & bus,25279966,,,Allston,42.35049,-71.13328,Entire home/apt,99,180,324,2019-12-01,5.40,2,197
4917583,Seconds from Mass General Hospital,20079643,Alex @ Boston Corporate Housing,,West End,42.36401,-71.06782,Entire home/apt,195,30,3,2019-08-31,0.11,19,180
4934600,Garden-Level Unit Near Subway,25424192,Yonatan,,Dorchester,42.2953,-71.05953,Entire home/apt,150,2,233,2019-11-07,4.44,1,14
4978467,Charming Beacon Hill 1+ BR Condo,11017004,Kevin,,Beacon Hill,42.36057,-71.06549,Entire home/apt,250,2,6,2018-04-25,0.11,1,0
4995033,Modern Beacon Hill 2 Bedroom ,11206328,Natasha,,Beacon Hill,42.35975,-71.06618,Entire home/apt,200,2,90,2019-10-16,1.62,1,30
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33484,-71.02974,Entire home/apt,300,2,109,2019-10-27,1.89,1,354
5047340,Stylish Home near Harvard w/ FREE Parking,10250028,Michelle,,Allston,42.35943,-71.13342,Entire home/apt,88,1,218,2019-11-15,5.85,2,0
